customer_key,customer_id,name,email,region,join_date,customer_age,load_date
87,1153,Justin Carter,unknown@email.com,East,2024-04-05,36,2025-11-29 00:19:39
88,1156,Pamela White,unknown@email.com,Central,2024-10-14,59,2025-11-29 00:19:39
89,1157,Edward Hernandez,unknown@email.com,South,2025-04-11,18,2025-11-29 00:19:39
90,1158,Joshua Morris,unknown@email.com,East,2024-07-24,25,2025-11-29 00:19:39
91,1160,Samuel Murphy,unknown@email.com,Central,2025-11-15,21,2025-11-29 00:19:39
92,1161,Charles Morris,unknown@email.com,Central,2025-02-20,26,2025-11-29 00:19:39
93,1162,Amy Mendoza,unknown@email.com,East,2024-10-26,44,2025-11-29 00:19:39
94,1163,Anthony Roberts,unknown@email.com,East,2025-04-13,49,2025-11-29 00:19:39
95,1164,Paul Robinson,unknown@email.com,South,2025-07-09,44,2025-11-29 00:19:39
96,1165,Mark Gutierrez,unknown@email.com,West,2025-04-08,49,2025-11-29 00:19:39
97,1166,Jonathan Wood,unknown@email.com,East,2024-11-24,18,2025-11-29 00:19:39
98,1167,Elizabeth Thomas,unknown@email.com,East,2025-04-24,36,2025-11-29 00:19:39
99,1168,Andrew Diaz,unknown@email.com,East,2025-10-03,43,2025-11-29 00:19:39
100,1169,Stephanie Rogers,unknown@email.com,South,2023-12-18,18,2025-11-29 00:19:39
101,1170,Jeffrey James,unknown@email.com,South,2024-09-23,18,2025-11-29 00:19:39
102,1171,Emily Thomas,unknown@email.com,West,2023-03-16,34,2025-11-29 00:19:39
103,1172,Barbara Martinez,unknown@email.com,Central,2025-01-26,61,2025-11-29 00:19:39
104,1174,Jeffrey Brown,unknown@email.com,South,2025-10-27,55,2025-11-29 00:19:39
105,1175,Raymond Murphy,unknown@email.com,Central,2023-12-22,53,2025-11-29 00:19:39
106,1176,Jessica Garcia,unknown@email.com,North,2025-02-06,30,2025-11-29 00:19:39
107,1177,Jessica Reyes,unknown@email.com,Central,2023-01-02,28,2025-11-29 00:19:39
108,1178,Helen Cook,unknown@email.com,North,2025-08-27,37,2025-11-29 00:19:39
109,1179,Linda Wright,unknown@email.com,East,2025-09-30,46,2025-11-29 00:19:39
110,1180,Jennifer Edwards,unknown@email.com,East,2025-10-01,63,2025-11-29 00:19:39
111,1181,Raymond Martinez,unknown@email.com,North,2025-11-25,51,2025-11-29 00:19:39
112,1182,Barbara Moore,unknown@email.com,West,2025-10-06,22,2025-11-29 00:19:39
113,1183,Sharon Morris,unknown@email.com,East,2024-11-15,19,2025-11-29 00:19:39
114,1184,James Parker,unknown@email.com,West,2025-10-21,59,2025-11-29 00:19:39
115,1185,Larry Morris,unknown@email.com,Central,2025-11-05,37,2025-11-29 00:19:39
116,1186,Justin Gutierrez,unknown@email.com,East,2025-05-05,25,2025-11-29 00:19:39
117,1187,Nancy Brooks,unknown@email.com,East,2024-11-26,54,2025-11-29 00:19:39
118,1188,Katherine Rogers,unknown@email.com,South,2025-09-24,35,2025-11-29 00:19:39
119,1189,Andrew Morales,unknown@email.com,West,2025-02-10,41,2025-11-29 00:19:39
120,1190,Nicole Mitchell,unknown@email.com,North,2024-08-15,43,2025-11-29 00:19:39
121,1191,Samuel Morgan,unknown@email.com,South,2023-08-23,19,2025-11-29 00:19:39
122,1192,Matthew Reyes,unknown@email.com,East,2025-01-06,48,2025-11-29 00:19:39
123,1193,Angela Gonzalez,unknown@email.com,East,2025-05-13,38,2025-11-29 00:19:39
124,1194,Daniel Martinez,unknown@email.com,East,2023-02-28,18,2025-11-29 00:19:39
125,1195,Charles Thompson,unknown@email.com,East,2025-04-26,62,2025-11-29 00:19:39
126,1196,Jacob Gutierrez,unknown@email.com,South,2025-02-19,60,2025-11-29 00:19:39
127,1197,Kenneth Roberts,unknown@email.com,East,2025-07-14,64,2025-11-29 00:19:39
128,1199,Karen Peterson,unknown@email.com,Central,2025-02-09,50,2025-11-29 00:19:39
129,1200,Ashley Morgan,unknown@email.com,East,2024-01-04,19,2025-11-29 00:19:39
130,1203,David Watson,unknown@email.com,East,2025-04-07,18,2025-11-29 00:19:39
131,1204,Jason Young,unknown@email.com,East,2025-05-28,68,2025-11-29 00:19:39
132,1205,Linda Brooks,unknown@email.com,North,2025-10-20,47,2025-11-29 00:19:39
133,1206,Nicole Garcia,unknown@email.com,East,2024-09-02,32,2025-11-29 00:19:39
134,1208,Karen Watson,unknown@email.com,North,2025-03-06,33,2025-11-29 00:19:39
135,1209,Sharon Rogers,unknown@email.com,West,2024-05-11,33,2025-11-29 00:19:39
136,1210,Debra Jones,unknown@email.com,East,2025-07-01,18,2025-11-29 00:19:39
137,1211,Melissa Ward,unknown@email.com,South,2025-10-21,42,2025-11-29 00:19:39
138,1212,Donald Reed,unknown@email.com,South,2024-12-05,44,2025-11-29 00:19:39
139,1214,Joshua Hall,unknown@email.com,North,2024-01-08,58,2025-11-29 00:19:39
140,1215,Amanda Moore,unknown@email.com,East,2025-10-16,34,2025-11-29 00:19:39
141,1216,Emily Nguyen,unknown@email.com,East,2024-10-28,32,2025-11-29 00:19:39
142,1217,Pamela Gonzalez,unknown@email.com,Central,2024-11-22,54,2025-11-29 00:19:39
143,1218,Helen Brooks,unknown@email.com,North,2024-09-28,34,2025-11-29 00:19:39
144,1219,Joseph Reed,unknown@email.com,East,2025-08-07,50,2025-11-29 00:19:39
145,1220,Thomas King,unknown@email.com,East,2022-04-30,33,2025-11-29 00:19:39
146,1221,Paul Richardson,unknown@email.com,Central,2024-08-02,18,2025-11-29 00:19:39
147,1223,Thomas Nelson,unknown@email.com,South,2024-07-23,51,2025-11-29 00:19:39
148,1224,Eric Stewart,unknown@email.com,North,2025-09-03,18,2025-11-29 00:19:39
149,1225,Jonathan Harris,unknown@email.com,South,2021-07-14,47,2025-11-29 00:19:39
150,1226,Sandra Hernandez,unknown@email.com,South,2025-11-07,75,2025-11-29 00:19:39
151,1227,Stephanie Brown,unknown@email.com,East,2024-09-11,54,2025-11-29 00:19:39
152,1228,Larry Allen,unknown@email.com,South,2024-08-03,45,2025-11-29 00:19:39
153,1229,Matthew Jackson,unknown@email.com,East,2024-11-25,34,2025-11-29 00:19:39
154,1230,Betty Miller,unknown@email.com,East,2022-07-29,38,2025-11-29 00:19:39
155,1231,Mark Baker,unknown@email.com,East,2024-11-07,39,2025-11-29 00:19:39
156,1232,Sharon Rodriguez,unknown@email.com,East,2025-08-29,36,2025-11-29 00:19:39
157,1233,Carol Green,unknown@email.com,North,2022-08-16,42,2025-11-29 00:19:39
158,1234,Kimberly Johnson,unknown@email.com,East,2022-08-30,32,2025-11-29 00:19:39
159,1235,Justin Bennett,unknown@email.com,East,2023-08-16,54,2025-11-29 00:19:39
160,1236,Richard Richardson,unknown@email.com,Central,2025-02-05,23,2025-11-29 00:19:39
161,1237,Karen Gutierrez,unknown@email.com,West,2025-06-22,20,2025-11-29 00:19:39
162,1238,Gregory Brown,unknown@email.com,East,2023-02-14,22,2025-11-29 00:19:39
163,1239,Stephanie Scott,unknown@email.com,South,2025-11-08,46,2025-11-29 00:19:39
164,1240,Karen James,unknown@email.com,East,2024-07-28,56,2025-11-29 00:19:39
165,1241,Brandon Cooper,unknown@email.com,West,2024-07-24,19,2025-11-29 00:19:39
166,1242,Lisa Ward,unknown@email.com,South,2025-04-18,65,2025-11-29 00:19:39
167,1243,Gary Sanchez,unknown@email.com,South,2024-02-25,38,2025-11-29 00:19:39
168,1244,Carol Diaz,unknown@email.com,Central,2025-08-08,44,2025-11-29 00:19:39
169,1245,Amy Garcia,unknown@email.com,North,2025-09-23,47,2025-11-29 00:19:39
170,1246,Lisa Rivera,unknown@email.com,South,2024-06-09,22,2025-11-29 00:19:39
171,1247,Joshua Allen,unknown@email.com,South,2024-09-10,43,2025-11-29 00:19:39
172,1248,Matthew Richardson,unknown@email.com,East,2023-07-07,65,2025-11-29 00:19:39
173,1249,Richard Roberts,unknown@email.com,West,2025-06-11,59,2025-11-29 00:19:39
174,1250,Joseph Scott,unknown@email.com,East,2022-12-17,25,2025-11-29 00:19:39
175,1251,Michael Perez,unknown@email.com,West,2024-10-28,42,2025-11-29 00:19:39
176,1252,Carol Martin,unknown@email.com,South,2025-11-11,50,2025-11-29 00:19:39
177,1253,Sarah Robinson,unknown@email.com,East,2024-10-19,48,2025-11-29 00:19:39
178,1255,Susan Collins,unknown@email.com,East,2024-05-26,35,2025-11-29 00:19:39
179,1256,Jonathan Morgan,unknown@email.com,East,2025-06-24,26,2025-11-29 00:19:39
180,1257,Susan Lee,unknown@email.com,Central,2024-04-01,52,2025-11-29 00:19:39
181,1258,Laura Gomez,unknown@email.com,Central,2025-08-11,23,2025-11-29 00:19:39
182,1259,Jessica Jones,unknown@email.com,South,2025-09-26,53,2025-11-29 00:19:39
183,1260,Christine Thomas,unknown@email.com,East,2024-10-23,19,2025-11-29 00:19:39
184,1261,Jason Flores,unknown@email.com,Central,2024-02-01,60,2025-11-29 00:19:39
185,1262,Nicole Chavez,unknown@email.com,South,2022-08-04,38,2025-11-29 00:19:39
186,1263,Deborah Howard,unknown@email.com,East,2025-09-06,68,2025-11-29 00:19:39
187,1266,Larry Howard,unknown@email.com,East,2025-02-27,70,2025-11-29 00:19:39
188,1267,Mary Baker,unknown@email.com,South,2024-06-10,42,2025-11-29 00:19:39
189,1268,Gary Bailey,unknown@email.com,North,2025-03-30,52,2025-11-29 00:19:39
190,1269,Melissa Lee,unknown@email.com,East,2024-10-09,59,2025-11-29 00:19:39
191,1271,Gregory Ortiz,unknown@email.com,East,2024-02-26,26,2025-11-29 00:19:39
192,1272,Karen Cruz,unknown@email.com,Central,2023-05-21,33,2025-11-29 00:19:39
193,1273,Samantha Edwards,unknown@email.com,East,2024-10-12,36,2025-11-29 00:19:39
194,1274,Timothy Wright,unknown@email.com,South,2024-01-21,18,2025-11-29 00:19:39
195,1275,Charles White,unknown@email.com,North,2025-09-19,36,2025-11-29 00:19:39
196,1276,Debra Hall,unknown@email.com,East,2024-07-02,60,2025-11-29 00:19:39
197,1277,Sarah Turner,unknown@email.com,East,2024-05-14,47,2025-11-29 00:19:39
198,1278,Susan Stewart,unknown@email.com,Central,2020-12-01,44,2025-11-29 00:19:39
199,1279,Justin Rivera,unknown@email.com,West,2025-09-23,39,2025-11-29 00:19:39
200,1281,William Sanchez,unknown@email.com,South,2025-06-08,44,2025-11-29 00:19:39
201,1283,Patricia Cox,unknown@email.com,East,2024-09-18,42,2025-11-29 00:19:39
202,1284,Jessica Parker,unknown@email.com,East,2025-06-27,22,2025-11-29 00:19:39
203,1285,Shirley Perez,unknown@email.com,South,2024-12-23,43,2025-11-29 00:19:39
204,1286,Brenda Collins,unknown@email.com,East,2024-09-25,18,2025-11-29 00:19:39
205,1288,Anna Adams,unknown@email.com,East,2025-09-23,33,2025-11-29 00:19:39
206,1290,Jason Wright,unknown@email.com,South,2024-02-03,71,2025-11-29 00:19:39
207,1291,Charles Bennett,unknown@email.com,South,2025-05-24,22,2025-11-29 00:19:39
208,1293,Emma Lewis,unknown@email.com,West,2023-08-06,31,2025-11-29 00:19:39
209,1294,Emma Evans,unknown@email.com,South,2025-08-13,41,2025-11-29 00:19:39
210,1295,Gary Wright,unknown@email.com,South,2025-04-17,32,2025-11-29 00:19:39
211,1296,Laura Stewart,unknown@email.com,North,2025-07-14,55,2025-11-29 00:19:39
212,1297,Christopher Rogers,unknown@email.com,North,2024-02-07,26,2025-11-29 00:19:39
213,1298,Joseph Gonzalez,unknown@email.com,West,2024-07-03,41,2025-11-29 00:19:39
214,1299,Jacob Nguyen,unknown@email.com,East,2023-01-20,59,2025-11-29 00:19:39
215,1300,Pamela Bennett,unknown@email.com,North,2025-05-10,54,2025-11-29 00:19:39
216,1301,Emily Mitchell,unknown@email.com,West,2025-10-28,41,2025-11-29 00:19:39
217,1302,Christopher Harris,unknown@email.com,West,2024-07-03,25,2025-11-29 00:19:39
218,1303,Thomas Brooks,unknown@email.com,East,2025-06-13,35,2025-11-29 00:19:39
219,1304,Carol Kim,unknown@email.com,West,2025-02-27,18,2025-11-29 00:19:39
220,1305,Brandon King,unknown@email.com,Central,2025-08-11,29,2025-11-29 00:19:39
221,1306,Betty Cruz,unknown@email.com,West,2025-01-25,44,2025-11-29 00:19:39
222,1307,Joseph Rodriguez,unknown@email.com,North,2025-05-15,65,2025-11-29 00:19:39
223,1308,Daniel Jackson,unknown@email.com,East,2025-09-11,44,2025-11-29 00:19:39
224,1309,Elizabeth Cox,unknown@email.com,East,2022-11-07,35,2025-11-29 00:19:39
225,1310,Justin Ortiz,unknown@email.com,East,2024-07-27,34,2025-11-29 00:19:39
226,1311,Scott Nelson,unknown@email.com,Central,2025-07-11,41,2025-11-29 00:19:39
227,1312,Karen Moore,unknown@email.com,North,2025-10-16,61,2025-11-29 00:19:39
228,1313,Jennifer Cruz,unknown@email.com,East,2023-12-25,45,2025-11-29 00:19:39
229,1314,Christopher Jackson,unknown@email.com,East,2025-07-28,21,2025-11-29 00:19:39
230,1317,Brenda White,unknown@email.com,North,2024-09-14,34,2025-11-29 00:19:39
231,1318,Carol Lewis,unknown@email.com,North,2025-01-21,50,2025-11-29 00:19:39
232,1319,Jacob White,unknown@email.com,West,2024-05-26,61,2025-11-29 00:19:39
233,1320,Scott Wright,unknown@email.com,South,2024-07-04,45,2025-11-29 00:19:39
234,1321,Timothy Bailey,unknown@email.com,East,2025-11-28,63,2025-11-29 00:19:39
235,1322,Ryan Walker,unknown@email.com,South,2025-11-02,44,2025-11-29 00:19:39
236,1323,James Brown,unknown@email.com,Central,2024-12-21,52,2025-11-29 00:19:39
237,1324,Linda Allen,unknown@email.com,South,2025-10-30,57,2025-11-29 00:19:39
238,1325,Jonathan Murphy,unknown@email.com,South,2024-11-01,50,2025-11-29 00:19:39
239,1326,Debra Edwards,unknown@email.com,South,2025-04-05,55,2025-11-29 00:19:39
240,1327,Lisa Jackson,unknown@email.com,East,2025-09-10,51,2025-11-29 00:19:39
241,1328,Paul Stewart,unknown@email.com,South,2025-05-02,26,2025-11-29 00:19:39
242,1329,Susan Reed,unknown@email.com,Central,2025-04-17,33,2025-11-29 00:19:39
243,1330,Thomas Roberts,unknown@email.com,South,2025-06-23,72,2025-11-29 00:19:39
244,1331,Pamela Cook,unknown@email.com,West,2025-08-26,29,2025-11-29 00:19:39
245,1333,Katherine Parker,unknown@email.com,West,2024-07-14,48,2025-11-29 00:19:39
246,1335,Betty Walker,unknown@email.com,East,2021-04-02,41,2025-11-29 00:19:39
247,1336,Daniel Gonzalez,unknown@email.com,West,2025-09-16,39,2025-11-29 00:19:39
248,1337,Joseph Martinez,unknown@email.com,East,2025-11-08,32,2025-11-29 00:19:39
249,1338,Gregory Clark,unknown@email.com,East,2025-09-04,75,2025-11-29 00:19:39
250,1339,Angela Anderson,unknown@email.com,North,2025-04-20,40,2025-11-29 00:19:39
251,1340,Timothy Lopez,unknown@email.com,Central,2023-03-27,46,2025-11-29 00:19:39
252,1341,Emily Scott,unknown@email.com,East,2025-10-21,36,2025-11-29 00:19:39
253,1342,Stephanie Roberts,unknown@email.com,East,2024-02-24,75,2025-11-29 00:19:39
254,1343,Joseph James,unknown@email.com,East,2025-06-13,18,2025-11-29 00:19:39
255,1344,Scott Hall,unknown@email.com,East,2025-05-03,23,2025-11-29 00:19:39
256,1345,Charles Lee,unknown@email.com,Central,2025-08-15,35,2025-11-29 00:19:39
257,1347,George Thompson,unknown@email.com,East,2025-11-07,42,2025-11-29 00:19:39
258,1348,Angela James,unknown@email.com,West,2025-11-13,31,2025-11-29 00:19:39
259,1349,Melissa Ramos,unknown@email.com,East,2024-07-12,54,2025-11-29 00:19:39
260,1350,Cynthia Watson,unknown@email.com,North,2024-12-31,32,2025-11-29 00:19:39
261,1351,Ashley Wright,unknown@email.com,South,2024-10-10,41,2025-11-29 00:19:39
262,1352,Brandon Turner,unknown@email.com,Central,2022-12-13,36,2025-11-29 00:19:39
263,1353,Andrew Sanchez,unknown@email.com,East,2021-11-23,52,2025-11-29 00:19:39
264,1354,Joseph Johnson,unknown@email.com,East,2024-01-04,36,2025-11-29 00:19:39
265,1355,Jessica Reyes,unknown@email.com,South,2025-01-17,62,2025-11-29 00:19:39
266,1356,Amy Gray,unknown@email.com,Central,2025-09-21,57,2025-11-29 00:19:39
267,1357,Samuel Thompson,unknown@email.com,East,2024-05-27,67,2025-11-29 00:19:39
268,1358,John Lewis,unknown@email.com,East,2025-09-27,50,2025-11-29 00:19:39
269,1360,Katherine Howard,unknown@email.com,East,2023-04-11,34,2025-11-29 00:19:39
270,1361,Stephanie Torres,unknown@email.com,North,2025-04-19,32,2025-11-29 00:19:39
271,1362,Nancy Edwards,unknown@email.com,East,2025-10-08,37,2025-11-29 00:19:39
272,1363,Jessica Hill,unknown@email.com,North,2022-03-25,27,2025-11-29 00:19:39
273,1364,Richard Edwards,unknown@email.com,South,2025-09-22,37,2025-11-29 00:19:39
274,1365,Thomas Lewis,unknown@email.com,Central,2025-04-21,42,2025-11-29 00:19:39
275,1366,Ronald Ward,unknown@email.com,East,2025-09-29,53,2025-11-29 00:19:39
276,1367,John Nelson,unknown@email.com,Central,2024-06-24,32,2025-11-29 00:19:39
277,1368,Benjamin Hall,unknown@email.com,North,2025-01-18,28,2025-11-29 00:19:39
278,1369,Mark Collins,unknown@email.com,West,2023-09-25,37,2025-11-29 00:19:39
279,1370,Jacob Green,unknown@email.com,East,2025-09-21,29,2025-11-29 00:19:39
280,1371,Sharon James,unknown@email.com,South,2025-08-27,59,2025-11-29 00:19:39
281,1372,Jacob Hernandez,unknown@email.com,East,2024-09-07,22,2025-11-29 00:19:39
282,1373,Gregory Adams,unknown@email.com,East,2025-06-13,50,2025-11-29 00:19:39
283,1374,John Mitchell,unknown@email.com,East,2024-03-20,36,2025-11-29 00:19:39
284,1375,Brandon Bennett,unknown@email.com,Central,2020-12-01,28,2025-11-29 00:19:39
285,1376,Brenda Watson,unknown@email.com,South,2024-06-27,27,2025-11-29 00:19:39
286,1377,Donna Gomez,unknown@email.com,Central,2025-08-06,21,2025-11-29 00:19:39
287,1378,Christopher Moore,unknown@email.com,South,2024-01-17,51,2025-11-29 00:19:39
288,1379,Donna Clark,unknown@email.com,East,2025-01-13,41,2025-11-29 00:19:39
289,1380,James Richardson,unknown@email.com,West,2025-10-08,47,2025-11-29 00:19:39
290,1381,Susan Nguyen,unknown@email.com,Central,2023-05-25,37,2025-11-29 00:19:39
291,1382,Jeffrey Nguyen,unknown@email.com,South,2024-12-16,28,2025-11-29 00:19:39
292,1383,Betty Martinez,unknown@email.com,West,2025-10-21,26,2025-11-29 00:19:39
293,1384,Anna White,unknown@email.com,South,2025-05-06,43,2025-11-29 00:19:39
294,1385,Mark Nelson,unknown@email.com,East,2024-06-28,53,2025-11-29 00:19:39
295,1386,Gary Baker,unknown@email.com,East,2023-12-25,20,2025-11-29 00:19:39
296,1387,Kimberly Gutierrez,unknown@email.com,East,2025-04-14,71,2025-11-29 00:19:39
297,1388,Nicole Rogers,unknown@email.com,North,2025-09-10,52,2025-11-29 00:19:39
298,1389,Kevin Morgan,unknown@email.com,North,2025-05-12,61,2025-11-29 00:19:39
299,1390,Edward Morgan,unknown@email.com,East,2025-08-28,55,2025-11-29 00:19:39
300,1391,Raymond Williams,unknown@email.com,East,2025-05-22,70,2025-11-29 00:19:39
301,1392,Paul White,unknown@email.com,East,2025-06-21,37,2025-11-29 00:19:39
302,1393,Samuel Williams,unknown@email.com,East,2024-10-01,35,2025-11-29 00:19:39
303,1396,Andrew Roberts,unknown@email.com,Central,2025-02-12,60,2025-11-29 00:19:39
304,1397,Karen Wilson,unknown@email.com,North,2025-09-04,45,2025-11-29 00:19:39
305,1398,Nicole Perez,unknown@email.com,South,2025-10-11,34,2025-11-29 00:19:39
306,1399,Brian Brooks,unknown@email.com,East,2025-09-21,46,2025-11-29 00:19:39
